city_id,country,state,city,role,salary_average,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52
2469,Germany,Rhineland-Palatinate,Mainz,automation-analyst,80303.58649631674,18.0,9.0,4.0,1.0,4.0,2.0,,2.0,2.0,1.0,8.0,,1.0,1490.0,1182.0,217.0,963.0,668.0,116.0,29.0,,,,18.0,96.0,52.0,96.0,126.0,25010.0,1.0,79.0,,,,3.0,,,1.0,1.0,26.0,,29.0,103.0,,8.0,3.0,4.0,,,47.0,9.0,
2469,Germany,Rhineland-Palatinate,Mainz,budget-finance-analyst,94542.08447005956,18.0,9.0,4.0,1.0,4.0,2.0,,2.0,2.0,1.0,8.0,,1.0,1490.0,1182.0,217.0,963.0,668.0,116.0,29.0,,,,18.0,96.0,52.0,96.0,126.0,25010.0,1.0,79.0,,,,3.0,,,1.0,1.0,26.0,,29.0,103.0,,8.0,3.0,4.0,,,47.0,9.0,
2469,Germany,Rhineland-Palatinate,Mainz,marketing-specialist,61617.60232417885,18.0,9.0,4.0,1.0,4.0,2.0,,2.0,2.0,1.0,8.0,,1.0,1490.0,1182.0,217.0,963.0,668.0,116.0,29.0,,,,18.0,96.0,52.0,96.0,126.0,25010.0,1.0,79.0,,,,3.0,,,1.0,1.0,26.0,,29.0,103.0,,8.0,3.0,4.0,,,47.0,9.0,
2469,Germany,Rhineland-Palatinate,Mainz,payroll-specialist,52042.714779643546,18.0,9.0,4.0,1.0,4.0,2.0,,2.0,2.0,1.0,8.0,,1.0,1490.0,1182.0,217.0,963.0,668.0,116.0,29.0,,,,18.0,96.0,52.0,96.0,126.0,25010.0,1.0,79.0,,,,3.0,,,1.0,1.0,26.0,,29.0,103.0,,8.0,3.0,4.0,,,47.0,9.0,
2469,Germany,Rhineland-Palatinate,Mainz,procurement-specialist,68233.34026521147,18.0,9.0,4.0,1.0,4.0,2.0,,2.0,2.0,1.0,8.0,,1.0,1490.0,1182.0,217.0,963.0,668.0,116.0,29.0,,,,18.0,96.0,52.0,96.0,126.0,25010.0,1.0,79.0,,,,3.0,,,1.0,1.0,26.0,,29.0,103.0,,8.0,3.0,4.0,,,47.0,9.0,
2469,Germany,Rhineland-Palatinate,Mainz,specialist-human-resources,55428.271649343806,18.0,9.0,4.0,1.0,4.0,2.0,,2.0,2.0,1.0,8.0,,1.0,1490.0,1182.0,217.0,963.0,668.0,116.0,29.0,,,,18.0,96.0,52.0,96.0,126.0,25010.0,1.0,79.0,,,,3.0,,,1.0,1.0,26.0,,29.0,103.0,,8.0,3.0,4.0,,,47.0,9.0,
2469,Germany,Rhineland-Palatinate,Mainz,supply-chain-specialist,60423.661978825614,18.0,9.0,4.0,1.0,4.0,2.0,,2.0,2.0,1.0,8.0,,1.0,1490.0,1182.0,217.0,963.0,668.0,116.0,29.0,,,,18.0,96.0,52.0,96.0,126.0,25010.0,1.0,79.0,,,,3.0,,,1.0,1.0,26.0,,29.0,103.0,,8.0,3.0,4.0,,,47.0,9.0,
2469,Germany,Rhineland-Palatinate,Mainz,treasury-analyst,73874.76680895976,18.0,9.0,4.0,1.0,4.0,2.0,,2.0,2.0,1.0,8.0,,1.0,1490.0,1182.0,217.0,963.0,668.0,116.0,29.0,,,,18.0,96.0,52.0,96.0,126.0,25010.0,1.0,79.0,,,,3.0,,,1.0,1.0,26.0,,29.0,103.0,,8.0,3.0,4.0,,,47.0,9.0,
803,France,Brittany,Rennes,accountant,64004.31477579984,48.0,30.0,15.0,3.0,12.0,9.0,18.0,6.0,6.0,3.0,27.0,6.0,3.0,3129.0,2484.0,381.0,2367.0,2010.0,489.0,99.0,,,42.0,42.0,267.0,111.0,303.0,351.0,,3.0,156.0,,,,,12.0,,3.0,3.0,69.0,111.0,54.0,,195.0,33.0,6.0,18.0,2088.0,,120.0,24.0,84.0
803,France,Brittany,Rennes,automation-analyst,70907.43953185878,48.0,30.0,15.0,3.0,12.0,9.0,18.0,6.0,6.0,3.0,27.0,6.0,3.0,3129.0,2484.0,381.0,2367.0,2010.0,489.0,99.0,,,42.0,42.0,267.0,111.0,303.0,351.0,,3.0,156.0,,,,,12.0,,3.0,3.0,69.0,111.0,54.0,,195.0,33.0,6.0,18.0,2088.0,,120.0,24.0,84.0
803,France,Brittany,Rennes,budget-finance-analyst,78241.64451045719,48.0,30.0,15.0,3.0,12.0,9.0,18.0,6.0,6.0,3.0,27.0,6.0,3.0,3129.0,2484.0,381.0,2367.0,2010.0,489.0,99.0,,,42.0,42.0,267.0,111.0,303.0,351.0,,3.0,156.0,,,,,12.0,,3.0,3.0,69.0,111.0,54.0,,195.0,33.0,6.0,18.0,2088.0,,120.0,24.0,84.0
803,France,Brittany,Rennes,marketing-specialist,52307.90505204588,48.0,30.0,15.0,3.0,12.0,9.0,18.0,6.0,6.0,3.0,27.0,6.0,3.0,3129.0,2484.0,381.0,2367.0,2010.0,489.0,99.0,,,42.0,42.0,267.0,111.0,303.0,351.0,,3.0,156.0,,,,,12.0,,3.0,3.0,69.0,111.0,54.0,,195.0,33.0,6.0,18.0,2088.0,,120.0,24.0,84.0
803,France,Brittany,Rennes,payroll-specialist,44179.29749532594,48.0,30.0,15.0,3.0,12.0,9.0,18.0,6.0,6.0,3.0,27.0,6.0,3.0,3129.0,2484.0,381.0,2367.0,2010.0,489.0,99.0,,,42.0,42.0,267.0,111.0,303.0,351.0,,3.0,156.0,,,,,12.0,,3.0,3.0,69.0,111.0,54.0,,195.0,33.0,6.0,18.0,2088.0,,120.0,24.0,84.0
803,France,Brittany,Rennes,procurement-specialist,59160.79552742949,48.0,30.0,15.0,3.0,12.0,9.0,18.0,6.0,6.0,3.0,27.0,6.0,3.0,3129.0,2484.0,381.0,2367.0,2010.0,489.0,99.0,,,42.0,42.0,267.0,111.0,303.0,351.0,,3.0,156.0,,,,,12.0,,3.0,3.0,69.0,111.0,54.0,,195.0,33.0,6.0,18.0,2088.0,,120.0,24.0,84.0
803,France,Brittany,Rennes,specialist-human-resources,48059.0194981812,48.0,30.0,15.0,3.0,12.0,9.0,18.0,6.0,6.0,3.0,27.0,6.0,3.0,3129.0,2484.0,381.0,2367.0,2010.0,489.0,99.0,,,42.0,42.0,267.0,111.0,303.0,351.0,,3.0,156.0,,,,,12.0,,3.0,3.0,69.0,111.0,54.0,,195.0,33.0,6.0,18.0,2088.0,,120.0,24.0,84.0
803,France,Brittany,Rennes,supply-chain-specialist,45459.68753300416,48.0,30.0,15.0,3.0,12.0,9.0,18.0,6.0,6.0,3.0,27.0,6.0,3.0,3129.0,2484.0,381.0,2367.0,2010.0,489.0,99.0,,,42.0,42.0,267.0,111.0,303.0,351.0,,3.0,156.0,,,,,12.0,,3.0,3.0,69.0,111.0,54.0,,195.0,33.0,6.0,18.0,2088.0,,120.0,24.0,84.0
803,France,Brittany,Rennes,treasury-analyst,54163.06871977673,48.0,30.0,15.0,3.0,12.0,9.0,18.0,6.0,6.0,3.0,27.0,6.0,3.0,3129.0,2484.0,381.0,2367.0,2010.0,489.0,99.0,,,42.0,42.0,267.0,111.0,303.0,351.0,,3.0,156.0,,,,,12.0,,3.0,3.0,69.0,111.0,54.0,,195.0,33.0,6.0,18.0,2088.0,,120.0,24.0,84.0
1936,Mexico,Sonora,Nogales,accountant,22845.694945683827,8.0,6.0,,1.0,1.0,1.0,2.0,,1.0,,6.0,1.0,,484.0,332.0,47.0,327.0,185.0,34.0,23.0,452.0,113.0,7.0,2.0,35.0,29.0,81.0,52.0,9628.0,,48.0,36.0,5.0,9.0,3.0,3.0,3.0,1.0,2.0,6.0,11.0,7.0,21.0,32.0,4.0,3.0,2.0,110.0,,36.0,3.0,23.0
1936,Mexico,Sonora,Nogales,automation-analyst,25341.403106049485,8.0,6.0,,1.0,1.0,1.0,2.0,,1.0,,6.0,1.0,,484.0,332.0,47.0,327.0,185.0,34.0,23.0,452.0,113.0,7.0,2.0,35.0,29.0,81.0,52.0,9628.0,,48.0,36.0,5.0,9.0,3.0,3.0,3.0,1.0,2.0,6.0,11.0,7.0,21.0,32.0,4.0,3.0,2.0,110.0,,36.0,3.0,23.0
1936,Mexico,Sonora,Nogales,budget-finance-analyst,22475.288439896158,8.0,6.0,,1.0,1.0,1.0,2.0,,1.0,,6.0,1.0,,484.0,332.0,47.0,327.0,185.0,34.0,23.0,452.0,113.0,7.0,2.0,35.0,29.0,81.0,52.0,9628.0,,48.0,36.0,5.0,9.0,3.0,3.0,3.0,1.0,2.0,6.0,11.0,7.0,21.0,32.0,4.0,3.0,2.0,110.0,,36.0,3.0,23.0
1936,Mexico,Sonora,Nogales,marketing-specialist,18673.97896343596,8.0,6.0,,1.0,1.0,1.0,2.0,,1.0,,6.0,1.0,,484.0,332.0,47.0,327.0,185.0,34.0,23.0,452.0,113.0,7.0,2.0,35.0,29.0,81.0,52.0,9628.0,,48.0,36.0,5.0,9.0,3.0,3.0,3.0,1.0,2.0,6.0,11.0,7.0,21.0,32.0,4.0,3.0,2.0,110.0,,36.0,3.0,23.0
1936,Mexico,Sonora,Nogales,payroll-specialist,15772.755690463284,8.0,6.0,,1.0,1.0,1.0,2.0,,1.0,,6.0,1.0,,484.0,332.0,47.0,327.0,185.0,34.0,23.0,452.0,113.0,7.0,2.0,35.0,29.0,81.0,52.0,9628.0,,48.0,36.0,5.0,9.0,3.0,3.0,3.0,1.0,2.0,6.0,11.0,7.0,21.0,32.0,4.0,3.0,2.0,110.0,,36.0,3.0,23.0
1936,Mexico,Sonora,Nogales,procurement-specialist,16473.58984640745,8.0,6.0,,1.0,1.0,1.0,2.0,,1.0,,6.0,1.0,,484.0,332.0,47.0,327.0,185.0,34.0,23.0,452.0,113.0,7.0,2.0,35.0,29.0,81.0,52.0,9628.0,,48.0,36.0,5.0,9.0,3.0,3.0,3.0,1.0,2.0,6.0,11.0,7.0,21.0,32.0,4.0,3.0,2.0,110.0,,36.0,3.0,23.0
1936,Mexico,Sonora,Nogales,specialist-human-resources,13381.998716031683,8.0,6.0,,1.0,1.0,1.0,2.0,,1.0,,6.0,1.0,,484.0,332.0,47.0,327.0,185.0,34.0,23.0,452.0,113.0,7.0,2.0,35.0,29.0,81.0,52.0,9628.0,,48.0,36.0,5.0,9.0,3.0,3.0,3.0,1.0,2.0,6.0,11.0,7.0,21.0,32.0,4.0,3.0,2.0,110.0,,36.0,3.0,23.0
1936,Mexico,Sonora,Nogales,supply-chain-specialist,25116.675910875023,8.0,6.0,,1.0,1.0,1.0,2.0,,1.0,,6.0,1.0,,484.0,332.0,47.0,327.0,185.0,34.0,23.0,452.0,113.0,7.0,2.0,35.0,29.0,81.0,52.0,9628.0,,48.0,36.0,5.0,9.0,3.0,3.0,3.0,1.0,2.0,6.0,11.0,7.0,21.0,32.0,4.0,3.0,2.0,110.0,,36.0,3.0,23.0
1936,Mexico,Sonora,Nogales,treasury-analyst,32538.292869491997,8.0,6.0,,1.0,1.0,1.0,2.0,,1.0,,6.0,1.0,,484.0,332.0,47.0,327.0,185.0,34.0,23.0,452.0,113.0,7.0,2.0,35.0,29.0,81.0,52.0,9628.0,,48.0,36.0,5.0,9.0,3.0,3.0,3.0,1.0,2.0,6.0,11.0,7.0,21.0,32.0,4.0,3.0,2.0,110.0,,36.0,3.0,23.0
206,United States Of America,Virginia,Richmond,accountant,88856.0,18.0,12.0,3.0,,4.0,3.0,7.0,4.0,1.0,3.0,20.0,2.0,3.0,2088.0,1580.0,185.0,1584.0,995.0,112.0,67.0,212.0,161.0,20.0,39.0,50.0,39.0,73.0,120.0,28662.0,,44.0,19.0,8.0,30.0,7.0,5.0,7.0,6.0,2.0,34.0,67.0,35.0,166.0,83.0,13.0,6.0,7.0,418.0,,68.0,8.0,119.0
206,United States Of America,Virginia,Richmond,automation-analyst,93959.0,18.0,12.0,3.0,,4.0,3.0,7.0,4.0,1.0,3.0,20.0,2.0,3.0,2088.0,1580.0,185.0,1584.0,995.0,112.0,67.0,212.0,161.0,20.0,39.0,50.0,39.0,73.0,120.0,28662.0,,44.0,19.0,8.0,30.0,7.0,5.0,7.0,6.0,2.0,34.0,67.0,35.0,166.0,83.0,13.0,6.0,7.0,418.0,,68.0,8.0,119.0
206,United States Of America,Virginia,Richmond,budget-finance-analyst,94857.0,18.0,12.0,3.0,,4.0,3.0,7.0,4.0,1.0,3.0,20.0,2.0,3.0,2088.0,1580.0,185.0,1584.0,995.0,112.0,67.0,212.0,161.0,20.0,39.0,50.0,39.0,73.0,120.0,28662.0,,44.0,19.0,8.0,30.0,7.0,5.0,7.0,6.0,2.0,34.0,67.0,35.0,166.0,83.0,13.0,6.0,7.0,418.0,,68.0,8.0,119.0
206,United States Of America,Virginia,Richmond,marketing-specialist,72626.0,18.0,12.0,3.0,,4.0,3.0,7.0,4.0,1.0,3.0,20.0,2.0,3.0,2088.0,1580.0,185.0,1584.0,995.0,112.0,67.0,212.0,161.0,20.0,39.0,50.0,39.0,73.0,120.0,28662.0,,44.0,19.0,8.0,30.0,7.0,5.0,7.0,6.0,2.0,34.0,67.0,35.0,166.0,83.0,13.0,6.0,7.0,418.0,,68.0,8.0,119.0
206,United States Of America,Virginia,Richmond,payroll-specialist,61341.0,18.0,12.0,3.0,,4.0,3.0,7.0,4.0,1.0,3.0,20.0,2.0,3.0,2088.0,1580.0,185.0,1584.0,995.0,112.0,67.0,212.0,161.0,20.0,39.0,50.0,39.0,73.0,120.0,28662.0,,44.0,19.0,8.0,30.0,7.0,5.0,7.0,6.0,2.0,34.0,67.0,35.0,166.0,83.0,13.0,6.0,7.0,418.0,,68.0,8.0,119.0
206,United States Of America,Virginia,Richmond,procurement-specialist,74415.0,18.0,12.0,3.0,,4.0,3.0,7.0,4.0,1.0,3.0,20.0,2.0,3.0,2088.0,1580.0,185.0,1584.0,995.0,112.0,67.0,212.0,161.0,20.0,39.0,50.0,39.0,73.0,120.0,28662.0,,44.0,19.0,8.0,30.0,7.0,5.0,7.0,6.0,2.0,34.0,67.0,35.0,166.0,83.0,13.0,6.0,7.0,418.0,,68.0,8.0,119.0
206,United States Of America,Virginia,Richmond,specialist-human-resources,60450.0,18.0,12.0,3.0,,4.0,3.0,7.0,4.0,1.0,3.0,20.0,2.0,3.0,2088.0,1580.0,185.0,1584.0,995.0,112.0,67.0,212.0,161.0,20.0,39.0,50.0,39.0,73.0,120.0,28662.0,,44.0,19.0,8.0,30.0,7.0,5.0,7.0,6.0,2.0,34.0,67.0,35.0,166.0,83.0,13.0,6.0,7.0,418.0,,68.0,8.0,119.0
206,United States Of America,Virginia,Richmond,supply-chain-specialist,74967.0,18.0,12.0,3.0,,4.0,3.0,7.0,4.0,1.0,3.0,20.0,2.0,3.0,2088.0,1580.0,185.0,1584.0,995.0,112.0,67.0,212.0,161.0,20.0,39.0,50.0,39.0,73.0,120.0,28662.0,,44.0,19.0,8.0,30.0,7.0,5.0,7.0,6.0,2.0,34.0,67.0,35.0,166.0,83.0,13.0,6.0,7.0,418.0,,68.0,8.0,119.0
206,United States Of America,Virginia,Richmond,treasury-analyst,95658.0,18.0,12.0,3.0,,4.0,3.0,7.0,4.0,1.0,3.0,20.0,2.0,3.0,2088.0,1580.0,185.0,1584.0,995.0,112.0,67.0,212.0,161.0,20.0,39.0,50.0,39.0,73.0,120.0,28662.0,,44.0,19.0,8.0,30.0,7.0,5.0,7.0,6.0,2.0,34.0,67.0,35.0,166.0,83.0,13.0,6.0,7.0,418.0,,68.0,8.0,119.0
1605,Mexico,Baja California Sur,La Paz,accountant,25538.40734644891,62.0,38.0,12.0,4.0,8.0,4.0,28.0,8.0,4.0,4.0,52.0,7.0,4.0,5542.0,2717.0,257.0,2967.0,1590.0,362.0,90.0,1730.0,382.0,27.0,30.0,187.0,176.0,349.0,290.0,64928.0,4.0,194.0,87.0,16.0,28.0,19.0,8.0,9.0,4.0,7.0,39.0,90.0,24.0,134.0,243.0,37.0,17.0,8.0,2784.0,,368.0,13.0,230.0
1605,Mexico,Baja California Sur,La Paz,automation-analyst,28328.31064657975,62.0,38.0,12.0,4.0,8.0,4.0,28.0,8.0,4.0,4.0,52.0,7.0,4.0,5542.0,2717.0,257.0,2967.0,1590.0,362.0,90.0,1730.0,382.0,27.0,30.0,187.0,176.0,349.0,290.0,64928.0,4.0,194.0,87.0,16.0,28.0,19.0,8.0,9.0,4.0,7.0,39.0,90.0,24.0,134.0,243.0,37.0,17.0,8.0,2784.0,,368.0,13.0,230.0
1605,Mexico,Baja California Sur,La Paz,budget-finance-analyst,25124.436197443327,62.0,38.0,12.0,4.0,8.0,4.0,28.0,8.0,4.0,4.0,52.0,7.0,4.0,5542.0,2717.0,257.0,2967.0,1590.0,362.0,90.0,1730.0,382.0,27.0,30.0,187.0,176.0,349.0,290.0,64928.0,4.0,194.0,87.0,16.0,28.0,19.0,8.0,9.0,4.0,7.0,39.0,90.0,24.0,134.0,243.0,37.0,17.0,8.0,2784.0,,368.0,13.0,230.0
1605,Mexico,Baja California Sur,La Paz,marketing-specialist,20875.010311077025,62.0,38.0,12.0,4.0,8.0,4.0,28.0,8.0,4.0,4.0,52.0,7.0,4.0,5542.0,2717.0,257.0,2967.0,1590.0,362.0,90.0,1730.0,382.0,27.0,30.0,187.0,176.0,349.0,290.0,64928.0,4.0,194.0,87.0,16.0,28.0,19.0,8.0,9.0,4.0,7.0,39.0,90.0,24.0,134.0,243.0,37.0,17.0,8.0,2784.0,,368.0,13.0,230.0
1605,Mexico,Baja California Sur,La Paz,payroll-specialist,17631.852756139684,62.0,38.0,12.0,4.0,8.0,4.0,28.0,8.0,4.0,4.0,52.0,7.0,4.0,5542.0,2717.0,257.0,2967.0,1590.0,362.0,90.0,1730.0,382.0,27.0,30.0,187.0,176.0,349.0,290.0,64928.0,4.0,194.0,87.0,16.0,28.0,19.0,8.0,9.0,4.0,7.0,39.0,90.0,24.0,134.0,243.0,37.0,17.0,8.0,2784.0,,368.0,13.0,230.0
1605,Mexico,Baja California Sur,La Paz,procurement-specialist,18415.320584231828,62.0,38.0,12.0,4.0,8.0,4.0,28.0,8.0,4.0,4.0,52.0,7.0,4.0,5542.0,2717.0,257.0,2967.0,1590.0,362.0,90.0,1730.0,382.0,27.0,30.0,187.0,176.0,349.0,290.0,64928.0,4.0,194.0,87.0,16.0,28.0,19.0,8.0,9.0,4.0,7.0,39.0,90.0,24.0,134.0,243.0,37.0,17.0,8.0,2784.0,,368.0,13.0,230.0
1605,Mexico,Baja California Sur,La Paz,specialist-human-resources,14959.317100452185,62.0,38.0,12.0,4.0,8.0,4.0,28.0,8.0,4.0,4.0,52.0,7.0,4.0,5542.0,2717.0,257.0,2967.0,1590.0,362.0,90.0,1730.0,382.0,27.0,30.0,187.0,176.0,349.0,290.0,64928.0,4.0,194.0,87.0,16.0,28.0,19.0,8.0,9.0,4.0,7.0,39.0,90.0,24.0,134.0,243.0,37.0,17.0,8.0,2784.0,,368.0,13.0,230.0
1605,Mexico,Baja California Sur,La Paz,supply-chain-specialist,28077.144957855355,62.0,38.0,12.0,4.0,8.0,4.0,28.0,8.0,4.0,4.0,52.0,7.0,4.0,5542.0,2717.0,257.0,2967.0,1590.0,362.0,90.0,1730.0,382.0,27.0,30.0,187.0,176.0,349.0,290.0,64928.0,4.0,194.0,87.0,16.0,28.0,19.0,8.0,9.0,4.0,7.0,39.0,90.0,24.0,134.0,243.0,37.0,17.0,8.0,2784.0,,368.0,13.0,230.0
1605,Mexico,Baja California Sur,La Paz,treasury-analyst,36373.48001076415,62.0,38.0,12.0,4.0,8.0,4.0,28.0,8.0,4.0,4.0,52.0,7.0,4.0,5542.0,2717.0,257.0,2967.0,1590.0,362.0,90.0,1730.0,382.0,27.0,30.0,187.0,176.0,349.0,290.0,64928.0,4.0,194.0,87.0,16.0,28.0,19.0,8.0,9.0,4.0,7.0,39.0,90.0,24.0,134.0,243.0,37.0,17.0,8.0,2784.0,,368.0,13.0,230.0
1863,Mexico,Coahuila,Monclova,accountant,22352.194239157583,42.0,24.0,9.0,3.0,3.0,3.0,9.0,6.0,3.0,3.0,42.0,3.0,3.0,1542.0,642.0,48.0,963.0,480.0,225.0,63.0,930.0,351.0,12.0,21.0,156.0,75.0,276.0,159.0,24081.0,3.0,,,6.0,9.0,9.0,3.0,9.0,6.0,3.0,27.0,45.0,18.0,78.0,84.0,6.0,6.0,3.0,4020.0,,81.0,9.0,63.0
1863,Mexico,Coahuila,Monclova,automation-analyst,24793.90150885141,42.0,24.0,9.0,3.0,3.0,3.0,9.0,6.0,3.0,3.0,42.0,3.0,3.0,1542.0,642.0,48.0,963.0,480.0,225.0,63.0,930.0,351.0,12.0,21.0,156.0,75.0,276.0,159.0,24081.0,3.0,,,6.0,9.0,9.0,3.0,9.0,6.0,3.0,27.0,45.0,18.0,78.0,84.0,6.0,6.0,3.0,4020.0,,81.0,9.0,63.0
1863,Mexico,Coahuila,Monclova,budget-finance-analyst,21989.81561602677,42.0,24.0,9.0,3.0,3.0,3.0,9.0,6.0,3.0,3.0,42.0,3.0,3.0,1542.0,642.0,48.0,963.0,480.0,225.0,63.0,930.0,351.0,12.0,21.0,156.0,75.0,276.0,159.0,24081.0,3.0,,,6.0,9.0,9.0,3.0,9.0,6.0,3.0,27.0,45.0,18.0,78.0,84.0,6.0,6.0,3.0,4020.0,,81.0,9.0,63.0
1863,Mexico,Coahuila,Monclova,marketing-specialist,18270.60461953744,42.0,24.0,9.0,3.0,3.0,3.0,9.0,6.0,3.0,3.0,42.0,3.0,3.0,1542.0,642.0,48.0,963.0,480.0,225.0,63.0,930.0,351.0,12.0,21.0,156.0,75.0,276.0,159.0,24081.0,3.0,,,6.0,9.0,9.0,3.0,9.0,6.0,3.0,27.0,45.0,18.0,78.0,84.0,6.0,6.0,3.0,4020.0,,81.0,9.0,63.0
1863,Mexico,Coahuila,Monclova,payroll-specialist,15432.052350506006,42.0,24.0,9.0,3.0,3.0,3.0,9.0,6.0,3.0,3.0,42.0,3.0,3.0,1542.0,642.0,48.0,963.0,480.0,225.0,63.0,930.0,351.0,12.0,21.0,156.0,75.0,276.0,159.0,24081.0,3.0,,,6.0,9.0,9.0,3.0,9.0,6.0,3.0,27.0,45.0,18.0,78.0,84.0,6.0,6.0,3.0,4020.0,,81.0,9.0,63.0
1863,Mexico,Coahuila,Monclova,procurement-specialist,16117.794087055268,42.0,24.0,9.0,3.0,3.0,3.0,9.0,6.0,3.0,3.0,42.0,3.0,3.0,1542.0,642.0,48.0,963.0,480.0,225.0,63.0,930.0,351.0,12.0,21.0,156.0,75.0,276.0,159.0,24081.0,3.0,,,6.0,9.0,9.0,3.0,9.0,6.0,3.0,27.0,45.0,18.0,78.0,84.0,6.0,6.0,3.0,4020.0,,81.0,9.0,63.0
1863,Mexico,Coahuila,Monclova,specialist-human-resources,13092.941421166894,42.0,24.0,9.0,3.0,3.0,3.0,9.0,6.0,3.0,3.0,42.0,3.0,3.0,1542.0,642.0,48.0,963.0,480.0,225.0,63.0,930.0,351.0,12.0,21.0,156.0,75.0,276.0,159.0,24081.0,3.0,,,6.0,9.0,9.0,3.0,9.0,6.0,3.0,27.0,45.0,18.0,78.0,84.0,6.0,6.0,3.0,4020.0,,81.0,9.0,63.0
